order_id,rating,sentiment
9715205272,2,Negative
3946852375,3,Negative
3367039425,3,Neutral
687711388,5,Positive
647012431,2,Negative
7143278295,5,Positive
9736844695,5,Positive
5933289680,3,Negative
9494303116,4,Positive
9337878102,3,Neutral
6872621077,3,Negative
7330237253,3,Neutral
7942616242,2,Negative
238520071,2,Negative
5812379362,4,Neutral
2616623847,3,Neutral
2040854480,5,Positive
5456484560,2,Negative
883309006,4,Neutral
6528341992,4,Neutral
3263203775,1,Negative
3660010934,1,Negative
7944885043,5,Positive
2506369831,4,Neutral
697061213,3,Neutral
7079057004,3,Neutral
1556153632,4,Neutral
2161235338,5,Positive
1247978468,1,Negative
5437627061,4,Neutral
9091960039,3,Negative
619198317,4,Neutral
9833179291,3,Negative
4148760273,5,Positive
7206041763,4,Positive
690097648,2,Negative
4197061567,5,Positive
2009394836,5,Positive
277502363,3,Neutral
4356959622,3,Negative
174306009,4,Positive
9582674091,4,Neutral
8675579025,4,Neutral
5195999941,4,Neutral
5210007923,3,Neutral
6595771960,2,Negative
4247338382,5,Positive
819143326,4,Neutral
3830844750,2,Negative
1687314172,4,Positive
6756007265,4,Neutral
489762747,3,Negative
7509195875,4,Neutral
2370917070,1,Negative
2055388266,4,Positive
8969304162,2,Negative
5412674107,4,Neutral
1536516619,4,Positive
3858907413,2,Negative
4976389251,4,Positive
2218319201,4,Neutral
6729422433,3,Neutral
1354097448,4,Positive
8952275304,3,Negative
436603801,5,Positive
5273875984,4,Positive
9290203003,3,Neutral
6240982373,2,Negative
2718348206,4,Neutral
4903544026,4,Neutral
2827266949,5,Positive
4278423074,4,Positive
645916247,2,Negative
5816647866,4,Neutral
7282397914,3,Neutral
3260611473,2,Negative
8638163868,2,Negative
177850987,3,Neutral
9653859166,3,Negative
9991338690,1,Negative
1714593246,4,Neutral
9742461226,4,Neutral
3314393477,3,Neutral
4188317986,4,Neutral
1646665366,2,Negative
9558804585,4,Neutral
9047652469,4,Neutral
2893800377,4,Neutral
6139157985,3,Negative
6029394789,2,Negative
5874940276,3,Negative
5205211911,5,Positive
5314758068,4,Neutral
484869710,3,Neutral
9957728938,4,Positive
3136056666,3,Negative
4926104391,4,Neutral
1827844756,4,Positive
7032037874,3,Neutral
3779230503,5,Positive
3473012553,2,Negative
7988504487,4,Neutral
7193792738,4,Positive
1533583386,3,Negative
7750989397,3,Neutral
4434816229,4,Neutral
6896732047,4,Neutral
4740837071,4,Positive
6649631729,3,Neutral
5351526726,5,Positive
1506082041,1,Negative
1023260165,3,Neutral
8257032403,3,Neutral
7216524192,3,Negative
8619795820,1,Negative
6494708839,5,Positive
9859249765,4,Positive
3528020011,4,Positive
5937934264,5,Positive
2976477423,3,Neutral
1002438039,1,Negative
2571163022,4,Neutral
6850221497,4,Positive
4706569127,5,Positive
8168261752,4,Positive
5828325906,3,Neutral
5012271549,2,Negative
8110316958,1,Negative
3190808443,4,Positive
7175472728,3,Neutral
6011117738,3,Neutral
5592928753,3,Neutral
3952040848,3,Negative
7026479520,3,Negative
6572695161,3,Negative
9090769419,4,Positive
5979489110,2,Negative
964698323,2,Negative
2304242664,4,Neutral
2483843748,5,Positive
2560588609,5,Positive
9268920928,1,Negative
9554019312,4,Positive
3749174258,4,Positive
3947164241,4,Positive
487327038,4,Positive
8830321199,5,Positive
3811318591,1,Negative
6795601573,5,Positive
2348495717,5,Positive
9505736584,5,Positive
1857227304,5,Positive
5506485302,4,Positive
6074837981,5,Positive
4150569633,3,Negative
609838437,3,Neutral
5229657139,4,Positive
2589639350,4,Positive
7656948165,4,Neutral
1806563605,2,Negative
359819834,3,Negative
1908423841,4,Neutral
299859815,1,Negative
923659418,3,Neutral
3560625119,2,Negative
7111490680,5,Positive
5766981431,5,Positive
8609945311,1,Negative
1691260635,4,Neutral
8742091504,2,Negative
1997833025,1,Negative
3588296877,5,Positive
2404804990,4,Positive
8091385479,5,Positive
7133174424,5,Positive
6110446321,3,Negative
6964586050,1,Negative
2351986014,3,Negative
352569720,3,Neutral
1235280275,3,Neutral
9399859705,5,Positive
7530379037,4,Neutral
5952886441,2,Negative
5815833211,5,Positive
7307394687,4,Positive
6033014029,4,Neutral
1409944718,3,Neutral
1811382200,4,Neutral
4485391413,4,Neutral
4076279641,2,Negative
2965387566,4,Positive
9397774189,5,Positive
1437159967,4,Positive
8397785448,4,Positive
2778606949,4,Neutral
1774096863,4,Neutral
1497256618,4,Positive
734095510,4,Positive
5755859055,3,Neutral
5840290569,1,Negative
8200985533,3,Negative
3255590064,2,Negative
4258404747,4,Positive
2455161115,3,Neutral
4448004569,5,Positive
5951090793,1,Negative
7402491996,4,Positive
8532411923,3,Negative
7130555385,3,Neutral
4338197132,4,Positive
8044366071,1,Negative
4135251774,1,Negative
6331483812,3,Neutral
6705171000,4,Positive
7850128898,2,Negative
3602554049,4,Neutral
1070259187,3,Negative
8412338399,3,Neutral
1478022303,3,Neutral
2376108199,4,Neutral
5243035202,2,Negative
3687581971,4,Positive
7008586055,3,Negative
5142069216,4,Neutral
4152441944,5,Positive
5601670348,3,Neutral
605105099,5,Positive
4054936140,2,Negative
8741892156,5,Positive
9143640828,3,Neutral
6900876252,4,Positive
9801174908,3,Neutral
551343632,5,Positive
7961173808,3,Neutral
328909145,4,Neutral
5551173528,3,Negative
4461788759,5,Positive
7256212429,4,Neutral
9104077642,3,Neutral
2914056235,1,Negative
9127632807,2,Negative
6070154414,3,Negative
2318969828,4,Positive
3813047994,4,Neutral
1416102774,5,Positive
8086834412,4,Positive
6193826826,4,Positive
8444509148,2,Negative
42332130,3,Neutral
6009342120,1,Negative
4818516411,1,Negative
1039229544,4,Neutral
1515943657,3,Negative
9183547951,3,Negative
8478376092,2,Negative
1454073903,1,Negative
2855402284,3,Negative
7245730533,4,Positive
2272892659,3,Negative
9087377568,3,Neutral
8443685057,3,Neutral
1590988730,3,Neutral
7357811417,4,Neutral
394951937,4,Positive
3967445448,4,Positive
6101022928,4,Positive
6322372546,1,Negative
9778782281,3,Neutral
3867563962,4,Neutral
9277710098,5,Positive
7669322773,4,Neutral
3917427529,3,Neutral
1934158144,3,Neutral
3157338466,4,Positive
9640662474,4,Neutral
2356272189,4,Positive
1380510406,3,Negative
8008377895,5,Positive
3680678403,3,Neutral
2847236502,5,Positive
5212392063,5,Positive
3804024939,4,Neutral
5395870775,4,Positive
511736499,3,Neutral
2895886759,5,Positive
6638513435,4,Positive
4168083780,2,Negative
2501516144,3,Neutral
7141387557,3,Neutral
2747350024,3,Negative
9503407492,4,Positive
4845607487,1,Negative
2051769691,4,Neutral
1092990139,3,Negative
5527612319,4,Positive
8852367079,3,Neutral
1666202264,2,Negative
8606484804,2,Negative
8905341102,5,Positive
5418735913,1,Negative
970377475,5,Positive
7320527109,4,Neutral
5120698,5,Positive
3812396179,4,Positive
8178951021,5,Positive
2479115586,4,Neutral
6239453389,4,Positive
3136508414,4,Neutral
5521273487,3,Neutral
5445047872,2,Negative
3678525130,5,Positive
9328056960,4,Positive
2109203997,1,Negative
556665455,4,Positive
6573705785,4,Positive
2609502403,3,Neutral
1463293930,4,Positive
8132887999,2,Negative
7178789018,3,Neutral
2295700159,4,Positive
9277089038,4,Neutral
145057465,2,Negative
9452353274,4,Positive
5434328922,3,Negative
3327051807,5,Positive
1461604569,2,Negative
606518084,4,Positive
7637625389,2,Negative
7311621328,5,Positive
8790217194,4,Neutral
1772445313,5,Positive
159394992,4,Positive
7992910755,5,Positive
1786931285,4,Positive
2225520858,4,Positive
5635738740,1,Negative
2230824358,2,Negative
9217211301,2,Negative
4501870609,4,Neutral
838401679,3,Negative
9587315528,2,Negative
3122936945,3,Negative
6093390755,3,Negative
2032956677,3,Neutral
1488430001,2,Negative
615391848,3,Negative
8686093533,5,Positive
7038758506,2,Negative
2385966456,1,Negative
259622674,4,Positive
2580381935,4,Positive
5035471587,3,Neutral
9421270813,3,Negative
1831516625,3,Neutral
1918841793,3,Neutral
1757159071,1,Negative
7589464630,5,Positive
1577085460,1,Negative
2279018877,4,Neutral
7431412128,4,Neutral
8781520615,4,Neutral
1276192882,5,Positive
4065794921,5,Positive
1690800946,5,Positive
877883470,3,Neutral
7322044533,3,Neutral
5243163885,3,Neutral
4360255357,2,Negative
9623306038,5,Positive
6282385286,4,Neutral
1001900652,5,Positive
5161988291,1,Negative
3597752998,1,Negative
9074325310,2,Negative
8875965392,4,Positive
971081962,4,Positive
1948332638,3,Neutral
1785558780,3,Negative
7590462053,4,Positive
2135743860,3,Negative
9851365751,1,Negative
9243090480,3,Neutral
7168596454,4,Positive
2483565595,5,Positive
2484470052,1,Negative
7702588270,4,Positive
5992338333,5,Positive
9196796718,3,Negative
3291765954,3,Negative
652616858,3,Negative
2613508245,5,Positive
8169361928,5,Positive
9395982132,2,Negative
1914701538,5,Positive
6236279358,1,Negative
2288561509,4,Neutral
2010415757,3,Negative
7164827734,3,Neutral
7971819985,5,Positive
8234021674,4,Neutral
4274404843,1,Negative
7353519273,3,Negative
8539612501,4,Positive
5894327065,4,Neutral
77053363,4,Neutral
4467084478,4,Positive
3514036230,2,Negative
4720421794,4,Neutral
3202903413,1,Negative
6938082428,3,Neutral
9202941711,3,Neutral
8963522960,4,Neutral
9266835891,3,Negative
5265722064,3,Negative
5514326011,1,Negative
9578652103,5,Positive
3559061334,3,Neutral
637944734,4,Neutral
7454643275,3,Neutral
4319342350,4,Positive
7568450733,3,Neutral
734744305,4,Positive
5233331050,3,Negative
8326867788,4,Neutral
8368819094,2,Negative
8700151605,3,Neutral
6269179048,4,Neutral
1265254177,5,Positive
9858963919,5,Positive
7279564594,4,Neutral
6983253839,4,Positive
9479808024,1,Negative
3583522679,4,Positive
1923226423,3,Neutral
664198080,5,Positive
4224700084,4,Neutral
969621016,4,Positive
8178275820,4,Neutral
4949766982,1,Negative
5258344385,4,Neutral
8101930640,2,Negative
6703316563,3,Neutral
7680297690,5,Positive
7256340388,5,Positive
2538269668,3,Neutral
7506762237,4,Neutral
6585436114,3,Neutral
9852996866,3,Negative
1991135167,1,Negative
7765110772,5,Positive
3520718052,3,Negative
5388573375,4,Neutral
8977771682,1,Negative
3596900942,2,Negative
155295996,4,Neutral
1945536198,4,Neutral
2550246555,4,Positive
4287631655,3,Negative
2033683703,4,Neutral
9453583714,5,Positive
852886125,4,Positive
5705899665,3,Neutral
5706043483,4,Positive
5190422833,3,Neutral
7178188501,3,Negative
2864819888,2,Negative
7107216633,4,Neutral
1685382357,4,Neutral
7562902958,2,Negative
2819953077,3,Neutral
8453462258,3,Neutral
4605056279,4,Neutral
5998035939,5,Positive
2311501690,1,Negative
356495722,3,Neutral
2695448838,1,Negative
6986791144,3,Negative
8619571588,3,Negative
4088553674,5,Positive
8177907004,3,Neutral
8533749006,4,Neutral
8694014791,3,Neutral
6311012195,4,Neutral
1312767771,3,Negative
214919848,4,Neutral
5521682945,4,Positive
5305770811,4,Neutral
5842420654,1,Negative
4566893863,1,Negative
1523729855,3,Negative
2899786983,3,Negative
9202528884,3,Neutral
4338327693,3,Neutral
6295686357,3,Neutral
6396194687,5,Positive
5662786245,3,Neutral
4868150114,4,Positive
502764834,4,Positive
5056125341,5,Positive
6388618916,4,Neutral
3508668494,4,Neutral
5289436093,5,Positive
7596333614,3,Neutral
6284076508,1,Negative
340050407,5,Positive
5927472701,5,Positive
9216536492,2,Negative
3742662928,2,Negative
4797768073,1,Negative
6767935470,3,Negative
1963703928,3,Neutral
552470423,3,Negative
739434870,3,Neutral
7930373606,4,Positive
5374978054,4,Positive
4361797433,5,Positive
2002067527,5,Positive
4228110436,3,Neutral
1251118825,5,Positive
7165265639,4,Neutral
1255323701,2,Negative
807934194,5,Positive
7968718292,4,Positive
2620531979,3,Negative
6943430459,1,Negative
5607355353,3,Neutral
6696352636,5,Positive
9325920156,3,Negative
2286477025,1,Negative
6704773223,3,Neutral
1435353007,3,Neutral
8080970647,3,Neutral
5881633926,4,Neutral
4435459085,4,Neutral
6172529406,4,Neutral
9127879048,3,Negative
3806545110,3,Negative
6919395718,3,Neutral
5277462976,4,Neutral
3606274277,3,Neutral
2065203676,2,Negative
4042066387,2,Negative
3604982656,5,Positive
1149676745,4,Neutral
3895011687,5,Positive
772505056,2,Negative
5574765914,5,Positive
8812616740,4,Positive
1486655525,1,Negative
8423025639,3,Neutral
9020705185,3,Neutral
7719808698,5,Positive
3414036630,4,Neutral
4157869967,3,Negative
4873887251,3,Negative
8031946454,5,Positive
8168056170,4,Neutral
3108512811,4,Neutral
1680591951,2,Negative
559245731,4,Neutral
8655600303,3,Neutral
8247327365,3,Negative
9153347285,5,Positive
1977533409,5,Positive
2433646621,5,Positive
22830983,3,Negative
1143763031,5,Positive
8524056436,4,Positive
4262338791,4,Positive
187728451,3,Negative
6754346312,1,Negative
5790622967,4,Neutral
4305348838,1,Negative
2902411553,3,Neutral
3691199770,1,Negative
775709102,1,Negative
5262508570,3,Negative
192109127,4,Positive
1108215973,3,Neutral
1719134546,2,Negative
5280263316,3,Neutral
9448306266,1,Negative
8023626961,4,Positive
1118405605,3,Neutral
8226034341,4,Positive
6976835753,4,Positive
9171564499,5,Positive
5393607402,3,Neutral
5670040592,1,Negative
6736891890,3,Neutral
1223255075,2,Negative
8158413630,4,Neutral
7867573412,3,Neutral
1624690598,3,Neutral
8968945932,5,Positive
1645212433,4,Positive
9187046038,2,Negative
9305357757,3,Neutral
8312320295,4,Neutral
3256941332,4,Neutral
8980502814,3,Negative
9270396838,3,Negative
2892588628,4,Positive
8774158800,3,Negative
2056131802,1,Negative
3528007192,3,Neutral
2845333894,4,Neutral
6602340187,3,Neutral
721004875,4,Neutral
7435895360,4,Neutral
4217659083,2,Negative
9710865146,3,Neutral
5375295409,2,Negative
6286044248,4,Neutral
1708282193,2,Negative
5746303677,3,Neutral
3271726381,5,Positive
9802569856,4,Neutral
662460037,5,Positive
8664447334,4,Neutral
3886370975,4,Positive
3547006553,4,Neutral
2575965518,4,Neutral
1529363954,2,Negative
8463856241,3,Neutral
2485242479,4,Positive
9850673433,5,Positive
2558680592,5,Positive
2859167116,3,Neutral
1222236371,2,Negative
344177904,4,Positive
6126334783,3,Negative
3742575364,5,Positive
9272166174,5,Positive
9416522701,1,Negative
7305871805,4,Positive
80296810,1,Negative
2806868282,3,Negative
707033578,4,Positive
9026783092,1,Negative
6229466619,5,Positive
408720270,3,Neutral
8870165072,5,Positive
1979319490,4,Positive
840761323,5,Positive
744721438,3,Neutral
7421707488,1,Negative
1212718824,4,Neutral
9603256001,5,Positive
5626888972,4,Positive
2300753276,3,Neutral
869629562,4,Neutral
3429137520,5,Positive
9957927297,2,Negative
202466684,4,Neutral
8465721207,4,Neutral
6194827199,5,Positive
3942174431,5,Positive
3189863462,3,Negative
5923573134,3,Negative
6659747528,3,Negative
6037541687,4,Neutral
2585438297,4,Positive
8065774615,3,Neutral
1816814476,1,Negative
5278014717,5,Positive
4265447949,4,Neutral
6752221435,4,Positive
8943989258,3,Negative
4068367936,3,Negative
5735156904,3,Negative
2405929115,1,Negative
7913167260,4,Neutral
1989751369,3,Negative
7338050095,4,Positive
9950986048,3,Neutral
5098703807,4,Positive
6937485392,5,Positive
1266440097,4,Neutral
7415490509,4,Positive
7284991749,3,Negative
4645792703,3,Neutral
3174938939,3,Negative
1752712049,4,Neutral
8187201830,4,Positive
6900896329,4,Positive
3793977529,4,Positive
194459698,3,Negative
9330447952,4,Positive
2097372277,5,Positive
7060954153,4,Positive
2921310646,1,Negative
3983082555,3,Neutral
4867298468,3,Negative
3402631472,3,Neutral
1648146562,3,Neutral
5907766010,3,Neutral
9233577456,3,Negative
4084808075,5,Positive
7217049550,3,Neutral
1831943568,4,Positive
8707473624,2,Negative
7075868285,3,Negative
5164162918,5,Positive
2175298644,5,Positive
5882568464,5,Positive
7847708619,2,Negative
6366048116,5,Positive
4926287333,4,Positive
5532838325,4,Neutral
2567996236,5,Positive
2655613624,5,Positive
7706089549,5,Positive
8257370396,4,Positive
8623808984,3,Neutral
7579506101,5,Positive
8861024199,1,Negative
7666131311,3,Negative
103589925,2,Negative
7346858138,4,Neutral
4963962664,2,Negative
9069936094,4,Neutral
4665363191,5,Positive
888510905,3,Neutral
6876091286,5,Positive
2592923105,3,Negative
2468550508,5,Positive
5302956276,4,Positive
9409714182,3,Negative
1446221570,5,Positive
8250036360,5,Positive
447464341,3,Negative
15642223,4,Positive
3285378238,4,Neutral
2356483296,4,Positive
3382911339,3,Negative
3690872026,4,Neutral
6755367585,4,Neutral
6835850079,4,Neutral
9345418784,2,Negative
7185243614,3,Neutral
2319044818,5,Positive
931834374,1,Negative
8485398781,3,Neutral
9806464912,4,Positive
8214365128,4,Positive
137089318,3,Negative
7615602420,3,Negative
3995348964,5,Positive
3816542830,3,Neutral
9665004924,4,Positive
1728547597,3,Neutral
5311190131,2,Negative
9581592141,3,Negative
4848863693,1,Negative
6374883107,5,Positive
3270131216,1,Negative
2643382562,3,Neutral
5212524996,4,Neutral
9594095277,5,Positive
8375863419,4,Positive
7523880783,4,Neutral
9670158103,3,Neutral
4344108631,3,Negative
2237858,3,Neutral
3217791988,3,Neutral
3355718103,1,Negative
9590518103,4,Positive
6610120274,3,Neutral
1180899898,4,Positive
8758992688,5,Positive
6965716176,4,Neutral
5527742274,3,Neutral
826610039,3,Neutral
3303891913,3,Neutral
2489292878,3,Neutral
8589851630,4,Neutral
4598897781,4,Neutral
6932356214,3,Negative
3499004322,3,Neutral
7517620171,3,Neutral
172987148,3,Negative
8347207794,4,Neutral
9472355181,4,Positive
1315064289,4,Neutral
9371869941,3,Negative
5184568404,2,Negative
5891002534,3,Negative
1479730711,4,Neutral
7651037338,4,Neutral
8763754537,3,Neutral
7683813608,3,Neutral
6722955128,4,Positive
8259274680,5,Positive
4620484274,3,Neutral
8260569466,4,Neutral
8498916204,3,Negative
3209538967,3,Neutral
2570640420,2,Negative
2066843639,3,Negative
7402125753,5,Positive
9171089443,1,Negative
3272079644,1,Negative
438111050,3,Neutral
7416160835,3,Neutral
4075074492,4,Neutral
5536024334,3,Neutral
2013140214,3,Negative
1113582397,5,Positive
1083928258,4,Neutral
4906957374,4,Positive
1876614122,3,Neutral
6556180328,2,Negative
7960553477,4,Neutral
6335972517,4,Positive
6254948159,4,Neutral
7527936057,2,Negative
6257851675,4,Positive
6832610950,1,Negative
5085005195,4,Positive
2177207547,4,Positive
3043364543,4,Neutral
2823404098,3,Neutral
646676955,4,Positive
5756607486,4,Positive
9373691795,3,Negative
2611601543,5,Positive
1491360686,5,Positive
1824533423,4,Positive
2913841018,3,Neutral
3141803761,1,Negative
6184484468,4,Positive
4599327740,2,Negative
7479207574,5,Positive
2996133401,4,Neutral
5972410040,3,Neutral
4007593324,2,Negative
3428454405,2,Negative
1160646195,2,Negative
4376524554,3,Neutral
1519072771,4,Neutral
8203685394,5,Positive
7906789850,1,Negative
8073770046,5,Positive
5190202949,4,Neutral
8542325207,1,Negative
7566730050,4,Positive
176509722,3,Neutral
1894603222,3,Neutral
2694800415,1,Negative
5879390688,4,Positive
1197715978,4,Positive
7790696031,4,Positive
2189360099,3,Negative
3542041943,5,Positive
9202469009,5,Positive
3985829990,4,Positive
4341872315,1,Negative
4748123248,4,Neutral
99905061,3,Negative
9118004489,3,Neutral
1696936610,5,Positive
155669553,4,Positive
2885541999,3,Neutral
2846340681,3,Negative
963715332,4,Neutral
2807634451,3,Neutral
3046341241,4,Positive
485687952,3,Negative
7660904370,4,Positive
9753033954,5,Positive
9509887699,5,Positive
1054122071,2,Negative
9135272808,3,Neutral
597447215,4,Neutral
5562099656,1,Negative
4122736828,3,Neutral
7238138072,1,Negative
6244736404,4,Positive
1297341963,3,Neutral
3842442278,2,Negative
9576684860,5,Positive
1592757566,4,Neutral
5060677329,3,Negative
2241930006,1,Negative
3246505078,4,Positive
5870152806,4,Positive
8919999754,4,Neutral
1080338783,5,Positive
4641905606,3,Negative
9456413999,4,Positive
4764056827,5,Positive
5168057633,5,Positive
1442559656,1,Negative
6590257283,3,Neutral
3429671763,4,Neutral
4750086089,3,Neutral
3204128006,5,Positive
3171917027,1,Negative
8814047085,1,Negative
1889723479,3,Neutral
942025494,4,Positive
4104444500,5,Positive
7562260313,2,Negative
7140244766,4,Positive
7967974077,4,Neutral
7456822422,4,Neutral
4813468096,3,Neutral
8618576020,5,Positive
3727646442,2,Negative
9208156337,2,Negative
8328118787,5,Positive
580528836,4,Neutral
3350662630,1,Negative
6716381725,4,Neutral
2249567137,2,Negative
7484465509,1,Negative
2577208156,3,Negative
3321905621,2,Negative
6686839282,3,Negative
5095558661,1,Negative
112658009,3,Neutral
1343610513,1,Negative
7190610535,3,Neutral
5069426001,3,Neutral
5655369002,2,Negative
5761530160,3,Neutral
4772519706,4,Positive
8209051735,3,Neutral
4870391666,4,Positive
7777975083,4,Positive
8713948756,4,Neutral
6191050157,4,Neutral
4060449266,5,Positive
5657605506,3,Negative
8851743592,4,Neutral
4689717606,4,Neutral
2860246948,3,Neutral
2875550803,1,Negative
5340575011,5,Positive
7717156533,4,Positive
8297255359,4,Positive
7873234939,3,Negative
3668515922,3,Neutral
8356690330,4,Neutral
3508620293,1,Negative
9998297778,3,Neutral
3898421710,3,Negative
3960980694,5,Positive
5008395294,3,Negative
3722869004,4,Neutral
8391555591,5,Positive
8063730776,1,Negative
9052752169,1,Negative
7471416647,4,Neutral
848332407,4,Neutral
4062701987,4,Positive
8723912832,5,Positive
9099298435,4,Neutral
5645691241,2,Negative
8258019846,2,Negative
2732162016,3,Negative
1561902412,3,Negative
8979476889,4,Neutral
8373953053,3,Negative
7021309133,3,Neutral
3447085029,3,Neutral
9284767341,4,Positive
9770431940,3,Neutral
9650124390,4,Neutral
9826894858,3,Neutral
4466839873,4,Positive
4331471900,2,Negative
5777824005,4,Neutral
8795242622,3,Neutral
8561878376,4,Neutral
2113243643,4,Neutral
8497820340,4,Neutral
3167184563,3,Neutral
9997121955,5,Positive
2954397481,1,Negative
8125884987,3,Negative
3765873352,4,Positive
7733310993,3,Negative
738093341,4,Neutral
1837574319,4,Positive
2468420564,1,Negative
5368005763,3,Negative
3823949592,3,Negative
6298008063,4,Neutral
2499190829,3,Neutral
491116137,3,Neutral
2206269404,5,Positive
1330806043,5,Positive
6770858376,5,Positive
4466716432,5,Positive
8292554686,2,Negative
4204069161,5,Positive
2163079658,3,Negative
6971561757,4,Positive
7965253060,5,Positive
8939040193,3,Negative
8322028211,3,Neutral
6865922682,5,Positive
5912729079,4,Neutral
8764776130,1,Negative
7769965629,5,Positive
2166463032,4,Neutral
7035343259,5,Positive
8914775994,4,Positive
7565647347,3,Neutral
6172215120,3,Negative
4043585691,4,Positive
3735186180,5,Positive
5281459433,3,Neutral
424087401,1,Negative
884327245,4,Positive
6318008970,4,Positive
3792751421,2,Negative
5471255539,5,Positive
9917290378,3,Neutral
208989475,5,Positive
7672827556,4,Neutral
3792912325,5,Positive
2478533601,4,Positive
2255745327,3,Negative
8612261848,4,Neutral
6949810049,3,Neutral
2399456941,4,Neutral
6292969164,5,Positive
2929485756,4,Positive
8757869416,1,Negative
2653966619,5,Positive
336103625,5,Positive
3727289407,3,Neutral
701250513,2,Negative
101816977,5,Positive
7838223552,3,Neutral
4123140013,3,Negative
9821008306,2,Negative
5414882934,5,Positive
9257313140,3,Neutral
3857021231,4,Positive
1606381345,4,Neutral
239830094,4,Neutral
580582858,4,Positive
4191340899,5,Positive
1013630716,1,Negative
8220017366,2,Negative
4353485612,3,Negative
8682172393,3,Neutral
4085089017,3,Neutral
1287686307,4,Positive
4425450216,5,Positive
7799346570,4,Positive
5917975686,5,Positive
9588500388,3,Neutral
3963207709,3,Neutral
2217466286,1,Negative
7130088913,1,Negative
9064682961,4,Neutral
6060156146,1,Negative
